QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_03018	COG0204	439974	8.35e-58	36.866	PlsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	Lipid transport and metabolism
KKOIIGHA_03019	COG1091	440708	2.5e-18	25.161	RfbD	dTDP-4-dehydrorhamnose reductase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03020	COG3386	442613	5.8e-88	42.754	YvrE	Sugar lactone lactonase YvrE	G	Carbohydrate transport and metabolism
KKOIIGHA_03022	COG2931	442175	2.98e-18	27.826		Ca2+-binding protein, RTX toxin-related	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_03023	COG1216	440829	3.12e-33	24.715	WcaE	Glycosyltransferase, GT2 family	G	Carbohydrate transport and metabolism
KKOIIGHA_03024	COG1216	440829	4.99e-33	24.627	WcaE	Glycosyltransferase, GT2 family	G	Carbohydrate transport and metabolism
KKOIIGHA_03025	COG1396	441006	3.04e-17	29.63	HipB	Transcriptional regulator, contains XRE-family HTH domain	K	Transcription
KKOIIGHA_03027	COG1959	441562	0.005	30.0	IscR	DNA-binding transcriptional regulator, IscR family	K	Transcription
KKOIIGHA_03033	COG1961	441564	1.3e-27	30.508	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	Replication, recombination and repair
KKOIIGHA_03034	COG1196	440809	6.04e-11	19.6	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_03037	COG3640	442857	9.88e-06	29.358	CooC	CO dehydrogenase nickel-insertion accessory protein CooC1	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03038	COG4584	443641	0.000635	25.49		Transposase	X	Mobilome: prophages, transposons
KKOIIGHA_03040	COG1196	440809	7.64e-05	15.625	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_03041	COG3505	442728	3.53e-113	32.96	VirD4	Type IV secretion/DNA transfer system ATPase VirD4/TraG/TraD	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03042	COG4959	443985	1.38e-33	44.0	TraF	Type IV secretion/DNA transfer system protease TraF	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03043	COG0815	440577	5.65e-07	20.241	Lnt	Apolipoprotein N-acyltransferase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03045	COG0550	440316	2.35e-151	29.45	TopA	DNA topoisomerase IA	L	Replication, recombination and repair
KKOIIGHA_03047	COG4227	443371	3.74e-133	45.704	ArdC	Antirestriction protein ArdC	L	Replication, recombination and repair
KKOIIGHA_03048	COG0286	440055	1.44e-42	27.016	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
KKOIIGHA_03049	COG5591	444330	0.002	26.471		Uncharacterized conserved protein	S	Function unknown
KKOIIGHA_03050	COG2948	442191	2.07e-97	39.231	VirB10	Type IV secretion/DNA transfer system protein VirB10/TraF	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03051	COG4259	443401	0.001	48.0		Uncharacterized conserved protein, DUF4810 domain	S	Function unknown
KKOIIGHA_03052	COG3504	442727	3.47e-70	34.052	VirB9	Type IV secretion/DNA transfer system protein VirB9/TraO/TrbG/CagX	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03053	COG3701	442915	4.37e-72	40.93	TrbF	Type IV secretion/DNA transfer system protein TrbF, VirB8/TrbF family	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03054	COG3846	443056	7.06e-29	27.586	TrbL	Type IV secretion/DNA transfer system protein TrbL, VirB6//TrbL family	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03056	COG5314	444109	1.42e-42	30.457		Conjugal transfer/entry exclusion protein	X	Mobilome: prophages, transposons
KKOIIGHA_03057	COG3451	442674	8.39e-159	32.23	VirB4	Type IV secretion system ATPase VirB4	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03058	COG5268	444081	3.87e-26	34.884	TrbD	Type IV secretion/DNA transfer system protein TrbD, VirB3/TrbD family	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03059	COG3838	443049	8.17e-15	35.185	VirB2	Type IV secretion/DNA transfer system pilin VirB2/TrbC	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_03060	COG4962	443988	1.98e-55	33.775	CpaF/TadA	Flp/Tad pilus assembly ATPase CpaF/TadA	W	Extracellular structures
KKOIIGHA_03061	COG4784	443814	1.99e-39	31.142		Putative Zn-dependent protease	R	General function prediction only
KKOIIGHA_03062	COG0425	440194	5.09e-33	54.286	TusA	Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03063	COG0628	440393	6.29e-62	35.562	PerM	Predicted PurR-regulated permease PerM	R	General function prediction only
KKOIIGHA_03064	COG1225	440838	2.57e-47	36.111	Bcp	Peroxiredoxin	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03065	COG0329	440098	3.25e-142	53.425	DapA	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	E	Amino acid transport and metabolism
KKOIIGHA_03066	COG3317	442546	3.38e-36	26.923	BamC	Outer membrane protein assembly factor BamC	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03067	COG1235	440848	1.63e-60	33.712	PhnP	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	H	Coenzyme transport and metabolism
KKOIIGHA_03068	COG0152	439922	2.98e-118	49.59	PurC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	F	Nucleotide transport and metabolism
KKOIIGHA_03069	COG1720	441326	7.52e-74	58.065	TrmO	tRNA (Thr-GGU) A37 N6-methylase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03070	COG1246	440859	1.85e-11	28.431	ArgA	N-acetylglutamate synthase or related acetyltransferase, GNAT family	E	Amino acid transport and metabolism
KKOIIGHA_03071	COG0157	439927	3.89e-125	53.818	NadC	Nicotinate-nucleotide pyrophosphorylase	H	Coenzyme transport and metabolism
KKOIIGHA_03072	COG3023	442259	1.24e-66	47.486	AmpD	N-acetyl-anhydromuramyl-L-alanine amidase AmpD	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03073	COG2609	442021	0.0	68.468	AceE	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	C	Energy production and conversion
KKOIIGHA_03074	COG0508	440274	1.23e-22	48.649	AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	C	Energy production and conversion
KKOIIGHA_03075	COG1391	441001	0.0	55.411	GlnE1	Glutamine synthetase adenylyltransferase	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03077	COG0757	440520	2.18e-88	68.571	AroQ	3-dehydroquinate dehydratase, type II	E	Amino acid transport and metabolism
KKOIIGHA_03078	COG1250	440862	3.93e-147	50.719	FadB	3-hydroxyacyl-CoA dehydrogenase	I	Lipid transport and metabolism
KKOIIGHA_03079	COG1846	441451	8.86e-29	29.167	MarR	DNA-binding transcriptional regulator, MarR family	K	Transcription
KKOIIGHA_03080	COG1960	441563	1.81e-143	39.096	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_03081	COG0447	440216	2.31e-141	54.545	MenB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	H	Coenzyme transport and metabolism
KKOIIGHA_03082	COG1028	440651	2.69e-81	40.506	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_03083	COG0318	440087	3.33e-149	35.067	MenE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	I	Lipid transport and metabolism
KKOIIGHA_03084	COG1024	440647	1.72e-99	46.185	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	Lipid transport and metabolism
KKOIIGHA_03085	COG1024	440647	1.29e-62	38.516	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	Lipid transport and metabolism
KKOIIGHA_03086	COG1960	441563	3.75e-125	34.804	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_03087	COG1960	441563	2.65e-90	32.898	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_03088	COG1960	441563	4.5e-147	38.36	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_03089	COG2086	441689	2.96e-115	51.527	FixA	Electron transfer flavoprotein, alpha and beta subunits	C	Energy production and conversion
KKOIIGHA_03091	COG0801	440564	3.57e-32	42.453	FolK	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	H	Coenzyme transport and metabolism
KKOIIGHA_03092	COG0302	440071	4.29e-117	60.753	FolE	GTP cyclohydrolase I	H	Coenzyme transport and metabolism
KKOIIGHA_03093	COG0272	440042	2.43e-67	27.724	Lig	NAD-dependent DNA ligase	L	Replication, recombination and repair
KKOIIGHA_03094	COG0793	440556	7.5e-115	37.634	CtpA	C-terminal processing protease CtpA/Prc, contains a PDZ domain	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03095	COG1362	440973	0.0	51.288	LAP4	Aspartyl aminopeptidase	E	Amino acid transport and metabolism
KKOIIGHA_03096	COG1530	441139	0.0	62.118	CafA	Ribonuclease G or E	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03097	COG0564	440330	1.02e-87	45.495	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03098	COG0546	440312	9.6e-70	34.272	Gph	Phosphoglycolate phosphatase, HAD superfamily	C	Energy production and conversion
KKOIIGHA_03099	COG0616	440381	1e-87	46.602	SppA	Periplasmic serine protease, ClpP class	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03100	COG0424	440193	7.23e-90	51.579	Maf	7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_03101	COG1399	441009	2.44e-29	26.437	YceD	23S rRNA accumulation RNA-binding protein YceD (essential in plants)	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03102	COG0333	440102	9.96e-22	39.286	RpmF	Ribosomal protein L32	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_03103	COG0416	440185	6.89e-166	48.955	PlsX	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis)	I	Lipid transport and metabolism
KKOIIGHA_03104	COG0331	440100	6.9e-170	56.536	FabD	Malonyl CoA-acyl carrier protein transacylase	I	Lipid transport and metabolism
KKOIIGHA_03105	COG1028	440651	5.71e-101	49.799	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_03106	COG0236	440006	2e-22	46.753	AcpP	Acyl carrier protein	I	Lipid transport and metabolism
KKOIIGHA_03107	COG0304	440073	0.0	62.103	FabB	3-oxoacyl-(acyl-carrier-protein) synthase	I	Lipid transport and metabolism
KKOIIGHA_03108	COG0115	439885	3.16e-68	33.054	IlvE	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	E	Amino acid transport and metabolism
KKOIIGHA_03109	COG1559	441167	1.41e-161	45.509	MltG	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03110	COG0125	439895	7.59e-90	49.758	Tmk	Thymidylate kinase	F	Nucleotide transport and metabolism
KKOIIGHA_03111	COG0470	440238	2.21e-84	38.801	HolB	DNA polymerase III, delta prime subunit	L	Replication, recombination and repair
KKOIIGHA_03112	COG3215	442448	5.49e-50	53.271	PilZ	Type IV pilus assembly protein/c-di-GMP receptor domain PilZ	N	Cell motility
KKOIIGHA_03113	COG0084	439854	1.03e-117	45.098	TatD	3'->5' ssDNA/RNA exonuclease TatD	N	Cell motility
KKOIIGHA_03114	COG3816	443028	2.1e-75	45.304		Predicted stress response protein, DUF1285 family	R	General function prediction only
KKOIIGHA_03115	COG0210	439980	1.58e-109	28.382	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
KKOIIGHA_03116	COG2897	442142	1.29e-101	49.811	SseA	3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains	P	Inorganic ion transport and metabolism
KKOIIGHA_03117	COG0644	440409	1.23e-65	28.065	FixC	Dehydrogenase (flavoprotein)	C	Energy production and conversion
KKOIIGHA_03118	COG2086	441689	2.29e-112	49.237	FixA	Electron transfer flavoprotein, alpha and beta subunits	C	Energy production and conversion
KKOIIGHA_03119	COG1593	441201	6.2e-125	42.118	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	G	Carbohydrate transport and metabolism
KKOIIGHA_03120	COG3090	442324	5.2e-39	41.06	DctM	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	G	Carbohydrate transport and metabolism
KKOIIGHA_03121	COG1638	441245	9.29e-121	41.935	DctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_03122	COG1192	440805	2.25e-75	38.889	ParA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_03123	COG1430	441039	1.11e-42	44.828		Uncharacterized conserved membrane protein, UPF0127 family	S	Function unknown
KKOIIGHA_03124	COG0697	440461	1.24e-37	34.256	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_03126	COG0411	440180	3.54e-131	45.817	LivG	ABC-type branched-chain amino acid transport system, ATPase component LivG	E	Amino acid transport and metabolism
KKOIIGHA_03127	COG0410	440179	1.33e-126	51.695	LivF	ABC-type branched-chain amino acid transport system, ATPase component LivF	E	Amino acid transport and metabolism
KKOIIGHA_03128	COG0559	440325	5.19e-85	39.298	LivH	Branched-chain amino acid ABC-type transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_03129	COG4177	443336	6.49e-78	40.594	LivM	ABC-type branched-chain amino acid transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_03130	COG0683	440447	5.64e-79	30.933	LivK	ABC-type branched-chain amino acid transport system, periplasmic component	E	Amino acid transport and metabolism
KKOIIGHA_03132	COG1566	441174	1.23e-63	28.571	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
KKOIIGHA_03133	COG1289	440900	2.35e-39	33.071	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
KKOIIGHA_03134	COG3159	442393	9.32e-05	35.0	YigA	Uncharacterized conserved protein YigA, DUF484 family	S	Function unknown
KKOIIGHA_03136	COG0625	440390	8.35e-33	27.619	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03137	COG1620	441227	0.0	40.223	LldP	L-lactate permease	C	Energy production and conversion
KKOIIGHA_03138	COG0667	440431	4.69e-143	45.201	PdxI	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	H	Coenzyme transport and metabolism
KKOIIGHA_03139	COG0385	440154	6.34e-62	36.213	YfeH	Predicted Na+-dependent transporter YfeH	R	General function prediction only
KKOIIGHA_03140	COG2186	441789	4.41e-66	39.241	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
KKOIIGHA_03141	COG0277	440046	1.32e-175	43.573	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
KKOIIGHA_03142	COG0277	440046	5.83e-59	28.087	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
KKOIIGHA_03143	COG0247	440017	1.9e-109	32.117	GlpC	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	C	Energy production and conversion
KKOIIGHA_03144	COG3193	442426	2.32e-41	41.481	EfgA	Formaldehyde-binding sensor protein EfgA, GlcG/HbpS family	T	Signal transduction mechanisms
KKOIIGHA_03148	COG1289	440900	1.13e-37	29.508	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
KKOIIGHA_03149	COG0029	439800	0.0	46.939	NadB	Aspartate oxidase	H	Coenzyme transport and metabolism
KKOIIGHA_03151	COG2938	442181	2.71e-22	40.964	SdhE	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03152	COG0776	440539	1.24e-43	58.065	HupA	DNA-binding chromatin protein HU or IHF, alpha or beta variants	B	Chromatin structure and dynamics
KKOIIGHA_03153	COG5416	444169	1.03e-11	34.177	YrvD	Uncharacterized integral membrane protein YrvD	S	Function unknown
KKOIIGHA_03154	COG2956	442196	3.25e-67	40.942	LapB	Lipopolysaccharide biosynthesis regulator YciM/LapB, contains six TPR domains and a C-terminal metal-binding domain	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03155	COG0284	440053	1.2e-103	52.609	PyrF	Orotidine-5'-phosphate decarboxylase	F	Nucleotide transport and metabolism
KKOIIGHA_03156	COG1555	441164	4.72e-27	47.826	ComEA	DNA uptake protein ComE or related DNA-binding protein	L	Replication, recombination and repair
KKOIIGHA_03157	COG1028	440651	1.37e-87	42.969	FabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	I	Lipid transport and metabolism
KKOIIGHA_03158	COG3030	442266	4.65e-30	39.683	FxsA	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	R	General function prediction only
KKOIIGHA_03159	COG0234	440004	1.83e-40	63.542	GroES	Co-chaperonin GroES (HSP10)	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03160	COG0459	440227	0.0	61.842	GroEL	Chaperonin GroEL (HSP60 family)	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_03164	COG1846	441451	5.38e-10	36.986	MarR	DNA-binding transcriptional regulator, MarR family	K	Transcription
KKOIIGHA_03166	COG0286	440055	4.35e-99	38.34	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
KKOIIGHA_03167	COG0732	440496	1.43e-17	30.769	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
KKOIIGHA_03168	COG0610	440375	0.0	36.225		Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	V	Defense mechanisms
KKOIIGHA_03169	COG1961	441564	1.03e-31	31.556	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	Replication, recombination and repair
KKOIIGHA_03170	COG0328	440097	3.89e-51	47.917	RnhA	Ribonuclease HI	L	Replication, recombination and repair
KKOIIGHA_03172	COG0175	439945	3.29e-74	31.399	CysH	Phosphoadenylyl sulfate (PAPS) reductase/FAD synthetase or related enzyme	E	Amino acid transport and metabolism
KKOIIGHA_03173	COG3415	442641	1.19e-15	36.937	Csa3	CRISPR-associated protein Csa3, CARF domain	V	Defense mechanisms
KKOIIGHA_03174	COG0471	440239	2.18e-48	23.166	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
KKOIIGHA_03177	COG0438	440207	5.9e-22	37.838	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_03179	COG2227	441829	2.17e-14	28.571	UbiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	Coenzyme transport and metabolism
KKOIIGHA_03180	COG1196	440809	6e-19	21.368	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
