"","locus_tag","ftype","length_bp","gene","EC_number","COG","product","KO_ID"
"1838","KKOIIGHA_02833","CDS",438,"dksA_3","","COG1734","RNA polymerase-binding transcription factor DksA","K06204"
"1839","KKOIIGHA_02835","CDS",759,"sfsA","","COG1489","Sugar fermentation stimulation protein A","K06206"
"1840","KKOIIGHA_02837","CDS",1161,"metXS","2.3.1.46","COG2021","Homoserine O-succinyltransferase","K00641"
"1841","KKOIIGHA_02838","CDS",591,"","","","hypothetical protein","K02221"
"1842","KKOIIGHA_02839","CDS",837,"proC","1.5.1.2","","Pyrroline-5-carboxylate reductase","K00286"
"1843","KKOIIGHA_02840","CDS",708,"","","COG0325","Pyridoxal phosphate homeostasis protein","K06997"
"1844","KKOIIGHA_02841","CDS",1041,"pilT","","","Type IV pilus retractation ATPase PilT","K02669"
"1845","KKOIIGHA_02842","CDS",1146,"pilU","","","Type IV pilus ATPase PilU","K02670"
"1846","KKOIIGHA_02843","CDS",1110,"anmK","2.7.1.170","","Anhydro-N-acetylmuramic acid kinase","K09001"
"1847","KKOIIGHA_02844","CDS",1197,"tyrS","6.1.1.1","","Tyrosine--tRNA ligase","K01866"
"1848","KKOIIGHA_02845","CDS",381,"","","","hypothetical protein","K07316"
"1849","KKOIIGHA_02847","CDS",3048,"res","3.1.21.5","","Type III restriction-modification enzyme EcoP15I Res subunit","K01156"
"1850","KKOIIGHA_02850","CDS",1182,"hmp_2","1.14.12.17","COG1017","Flavohemoprotein","K05916"
"1851","KKOIIGHA_02851","CDS",1197,"","","","hypothetical protein","K07234"
"1852","KKOIIGHA_02853","CDS",708,"sdhB_2","1.3.5.1","COG0479","Succinate dehydrogenase iron-sulfur subunit","K00240"
"1853","KKOIIGHA_02854","CDS",642,"narL_2","","COG2197","Nitrate/nitrite response regulator protein NarL","K07684"
"1854","KKOIIGHA_02855","CDS",1827,"narX","2.7.13.3","COG3850","Nitrate/nitrite sensor protein NarX","K07673"
"1855","KKOIIGHA_02856","CDS",2697,"","","","hypothetical protein","K02575"
"1856","KKOIIGHA_02857","CDS",3771,"narG","1.7.5.1","COG5013","Respiratory nitrate reductase 1 alpha chain","K00370"
"1857","KKOIIGHA_02858","CDS",1560,"narY","1.7.5.1","COG1140","Respiratory nitrate reductase 2 beta chain","K00371"
"1858","KKOIIGHA_02859","CDS",759,"narJ","","COG2180","Nitrate reductase molybdenum cofactor assembly chaperone NarJ","K00373"
"1859","KKOIIGHA_02860","CDS",678,"narI","1.7.5.1","COG2181","Respiratory nitrate reductase 1 gamma chain","K00374"
"1860","KKOIIGHA_02863","CDS",1881,"ftsH4","3.4.24.-","COG0465","ATP-dependent zinc metalloprotease FtsH 4","K03798"
"1861","KKOIIGHA_02867","CDS",1266,"pgaC","2.4.1.-","COG1215","Poly-beta-1,6-N-acetyl-D-glucosamine synthase","K11936"
"1862","KKOIIGHA_02868","CDS",1959,"pgaB","3.5.1.-","COG0726","Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase","K11931"
"1863","KKOIIGHA_02869","CDS",2433,"pgaA","","COG0457","Poly-beta-1,6-N-acetyl-D-glucosamine export protein","K11935"
"1864","KKOIIGHA_02871","CDS",777,"fpr","1.18.1.2","","Ferredoxin--NADP reductase","K00528"
"1865","KKOIIGHA_02872","CDS",339,"glnK","","COG0347","Nitrogen regulatory protein GlnK","K04752"
"1866","KKOIIGHA_02873","CDS",1245,"nrgA","","COG0004","Ammonium transporter","K03320"
"1867","KKOIIGHA_02874","CDS",339,"glnB","","COG0347","Nitrogen regulatory protein P-II","K04752"
"1868","KKOIIGHA_02876","CDS",1521,"comM","","COG0606","Competence protein ComM","K07391"
"1869","KKOIIGHA_02877","CDS",1107,"hisC_3","2.6.1.9","COG0079","Histidinol-phosphate aminotransferase","K00817"
"1870","KKOIIGHA_02881","CDS",1422,"pdhD_2","1.8.1.4","","Dihydrolipoyl dehydrogenase","K00382"
"1871","KKOIIGHA_02884","CDS",1641,"","6.2.1.3","COG0318","Long-chain-fatty-acid--CoA ligase","K20034"
"1872","KKOIIGHA_02885","CDS",948,"gcvA_3","","COG0583","Glycine cleavage system transcriptional activator","K03566"
"1873","KKOIIGHA_02886","CDS",903,"liuE","4.1.3.26","","3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase","K01640"
"1874","KKOIIGHA_02887","CDS",2055,"accA1","","COG4770","Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit","K01968"
"1875","KKOIIGHA_02888","CDS",834,"","4.2.1.17","COG1024","Putative enoyl-CoA hydratase","K13766"
"1876","KKOIIGHA_02889","CDS",1608,"accD1","2.1.3.-","COG4799","Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase beta1 subunit","K01969"
"1877","KKOIIGHA_02890","CDS",1170,"acdA_2","1.3.99.-","COG1960","Acyl-CoA dehydrogenase","K00253"
"1878","KKOIIGHA_02892","CDS",1356,"","3.5.4.32","","8-oxoguanine deaminase","K18456"
"1879","KKOIIGHA_02894","CDS",1296,"dadA","1.4.99.-","COG0665","D-amino acid dehydrogenase","K00285"
"1880","KKOIIGHA_02895","CDS",1305,"bioA","2.6.1.62","COG0161","Adenosylmethionine-8-amino-7-oxononanoate aminotransferase","K00833"
"1881","KKOIIGHA_02898","CDS",819,"pomA_2","","COG1291","Chemotaxis protein PomA","K02556"
"1882","KKOIIGHA_02899","CDS",948,"pal_3","","","Peptidoglycan-associated lipoprotein","K02557"
"1883","KKOIIGHA_02902","CDS",1008,"lpsL","5.1.3.6","COG0451","UDP-glucuronate 4-epimerase","K08679"
"1884","KKOIIGHA_02903","CDS",1338,"rkpK_3","1.1.1.22","COG1004","UDP-glucose 6-dehydrogenase","K00012"
"1885","KKOIIGHA_02907","CDS",1170,"suyB","4.4.1.24","COG2721","(2R)-sulfolactate sulfo-lyase subunit beta","K16846"
"1886","KKOIIGHA_02910","CDS",1185,"","","","hypothetical protein","K11688"
"1887","KKOIIGHA_02912","CDS",1308,"dctMQ_4","","COG1593","Isethionate TRAP transporter permease protein DctMQ","K11690"
"1888","KKOIIGHA_02913","CDS",1314,"hpsN","1.1.1.308","COG0141","Sulfopropanediol 3-dehydrogenase","K00013"
"1889","KKOIIGHA_02916","CDS",798,"frlR","","COG2188","putative fructoselysine utilization operon transcriptional repressor","K03710"
"1890","KKOIIGHA_02918","CDS",1512,"","","","hypothetical protein","K07793"
"1891","KKOIIGHA_02920","CDS",930,"slcC","1.1.1.310","COG0111","(S)-sulfolactate dehydrogenase","K00058"
"1892","KKOIIGHA_02921","CDS",1005,"comC","1.1.1.338","COG2055","(2R)-3-sulfolactate dehydrogenase (NADP(+))","K13609"
"1893","KKOIIGHA_02922","CDS",765,"","4.1.2.-","","Hydroxypyruvate/pyruvate aldolase","K02510"
"1894","KKOIIGHA_02924","CDS",864,"","","","hypothetical protein","K17103"
"1895","KKOIIGHA_02925","CDS",1017,"ilvC","1.1.1.86","","Ketol-acid reductoisomerase (NADP(+))","K00053"
"1896","KKOIIGHA_02926","CDS",951,"hdfR","","","HTH-type transcriptional regulator HdfR","K02521"
"1897","KKOIIGHA_02927","CDS",492,"ilvH","2.2.1.6","COG0440","Acetolactate synthase isozyme 3 small subunit","K01653"
"1898","KKOIIGHA_02928","CDS",1725,"ilvI","2.2.1.6","COG0028","Acetolactate synthase isozyme 3 large subunit","K01652"
"1899","KKOIIGHA_02929","CDS",2586,"clpB","","COG0542","Chaperone protein ClpB","K03695"
"1900","KKOIIGHA_02930","CDS",756,"yfiH","2.4.2.1","COG1496","Purine nucleoside phosphorylase YfiH","K05810"
"1901","KKOIIGHA_02931","CDS",960,"rluD","5.4.99.23","COG0564","Ribosomal large subunit pseudouridine synthase D","K06180"
"1902","KKOIIGHA_02932","CDS",792,"bamD","","COG4105","Outer membrane protein assembly factor BamD","K05807"
"1903","KKOIIGHA_02933","CDS",1632,"nadE_3","6.3.5.1","COG0171","Glutamine-dependent NAD(+) synthetase","K01950"
"1904","KKOIIGHA_02935","CDS",1083,"thiO","1.4.3.19","COG0665","Glycine oxidase","K03153"
"1905","KKOIIGHA_02936","CDS",381,"pilE","","","Type IV pilus non-core minor pilin PilE","K02655"
"1906","KKOIIGHA_02937","CDS",3387,"pilY1","","","Type IV pilus biogenesis factor PilY1","K02674"
"1907","KKOIIGHA_02938","CDS",993,"","","","hypothetical protein","K02672"
"1908","KKOIIGHA_02939","CDS",954,"ispH","1.17.7.4","COG0761","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","K03527"
"1909","KKOIIGHA_02940","CDS",450,"fkpB","5.2.1.8","COG1047","FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase","K03774"
"1910","KKOIIGHA_02941","CDS",510,"lspA","3.4.23.36","","Lipoprotein signal peptidase","K03101"
"1911","KKOIIGHA_02942","CDS",2835,"ileS","6.1.1.5","COG0060","Isoleucine--tRNA ligase","K01870"
"1912","KKOIIGHA_02943","CDS",1050,"ribF","","COG0196","Bifunctional riboflavin kinase/FMN adenylyltransferase","K11753"
"1913","KKOIIGHA_02944","CDS",1653,"murJ","","","putative lipid II flippase MurJ","K03980"
"1914","KKOIIGHA_02945","CDS",267,"rpsT","","","Small ribosomal subunit protein bS20","K02968"
"1915","KKOIIGHA_02946","CDS",1143,"proB","2.7.2.11","","Glutamate 5-kinase","K00931"
"1916","KKOIIGHA_02947","CDS",1197,"obg","3.6.5.-","","GTPase Obg","K03979"
"1917","KKOIIGHA_02948","CDS",258,"rpmA","","","Large ribosomal subunit protein bL27","K02899"
"1918","KKOIIGHA_02949","CDS",312,"rplU","","","Large ribosomal subunit protein bL21","K02888"
"1919","KKOIIGHA_02950","CDS",975,"ispB","2.5.1.90","COG0142","Octaprenyl diphosphate synthase","K02523"
"1920","KKOIIGHA_02959","CDS",1020,"","","COG4663","Lactate-binding periplasmic protein","K11688"
"1921","KKOIIGHA_02960","CDS",1746,"araC","4.2.1.25","","L-arabonate dehydratase","K13875"
"1922","KKOIIGHA_02961","CDS",1275,"","2.5.1.-","COG2873","O-acetyl-L-homoserine sulfhydrylase","K01740"
"1923","KKOIIGHA_02962","CDS",1800,"xylD","4.2.1.82","COG0129","D-xylonate dehydratase","K22186"
"1924","KKOIIGHA_02964","CDS",1158,"argE","3.5.1.16","COG0624","Acetylornithine deacetylase","K01438"
"1925","KKOIIGHA_02965","CDS",1179,"acdA_3","1.3.99.-","COG1960","Acyl-CoA dehydrogenase","K00252"
"1926","KKOIIGHA_02966","CDS",1482,"","","","hypothetical protein","K03427"
"1927","KKOIIGHA_02969","CDS",2418,"hsdR","3.1.21.3","","Type I restriction enzyme EcoAI endonuclease subunit","K01153"
"1928","KKOIIGHA_02970","CDS",3306,"","","","hypothetical protein","K03546"
"1929","KKOIIGHA_02971","CDS",1248,"sbcD","","COG0420","Nuclease SbcCD subunit D","K03547"
"1930","KKOIIGHA_02972","CDS",747,"nfi","3.1.21.7","COG1515","Endonuclease V","K05982"
"1931","KKOIIGHA_02974","CDS",576,"","","","hypothetical protein","K09941"
"1932","KKOIIGHA_02975","CDS",429,"osmC","1.11.1.-","COG1764","Peroxiredoxin OsmC","K04063"
"1933","KKOIIGHA_02977","CDS",705,"","2.4.2.-","COG2071","Putative glutamine amidotransferase","K07010"
"1934","KKOIIGHA_02980","CDS",816,"","","","hypothetical protein","K01470"
"1935","KKOIIGHA_02981","CDS",1116,"ribA_2","3.5.4.25","","GTP cyclohydrolase-2","K01497"
"1936","KKOIIGHA_02989","CDS",1041,"","","","hypothetical protein","K06987"
"1937","KKOIIGHA_02990","CDS",1023,"dusA","1.3.1.-","COG0042","tRNA-dihydrouridine(20/20a) synthase","K05539"
"1938","KKOIIGHA_02991","CDS",1371,"xerC_4","","","Tyrosine recombinase XerC","K04763"
"1939","KKOIIGHA_02992","CDS",1302,"dctM_8","","","C4-dicarboxylate TRAP transporter large permease protein DctM","K11690"
"1940","KKOIIGHA_02994","CDS",1035,"","","COG1638","Solute-binding protein","K11688"
"1941","KKOIIGHA_03000","CDS",183,"","","","hypothetical protein","K00688"
"1942","KKOIIGHA_03001","CDS",2043,"","","","hypothetical protein","K06978"
"1943","KKOIIGHA_03004","CDS",2937,"rapA_2","3.6.4.-","COG0553","RNA polymerase-associated protein RapA","K03580"
"1944","KKOIIGHA_03005","CDS",912,"","","COG1090","Epimerase family protein","K07071"
"1945","KKOIIGHA_03006","CDS",1041,"","1.6.3.5","COG3380","Renalase","K18208"
"1946","KKOIIGHA_03008","CDS",912,"carH","","","HTH-type transcriptional repressor CarH","K22491"
"1947","KKOIIGHA_03009","CDS",1416,"phrB","4.1.99.3","","Deoxyribodipyrimidine photo-lyase","K01669"
"1948","KKOIIGHA_03012","CDS",1314,"","","","hypothetical protein","K06954"
"1949","KKOIIGHA_03013","CDS",819,"","","","hypothetical protein","K09701"
"1950","KKOIIGHA_03014","CDS",1272,"ufaA1","2.1.1.-","COG2230","Tuberculostearic acid methyltransferase UfaA1","K00574"
"1951","KKOIIGHA_03016","CDS",516,"fabA","4.2.1.59","","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase","K01716"
"1952","KKOIIGHA_03017","CDS",1218,"fabB","2.3.1.41","","3-oxoacyl-[acyl-carrier-protein] synthase 1","K00647"
"1953","KKOIIGHA_03018","CDS",756,"plsC","2.3.1.51","COG0204","1-acyl-sn-glycerol-3-phosphate acyltransferase","K00655"
"1954","KKOIIGHA_03038","CDS",336,"","","","hypothetical protein","K01895"
"1955","KKOIIGHA_03044","CDS",675,"","","","hypothetical protein","K03194"
"1956","KKOIIGHA_03045","CDS",2211,"topB_2","5.6.2.1","COG0550","DNA topoisomerase 3","K03169"
"1957","KKOIIGHA_03050","CDS",1338,"","","","hypothetical protein","K20533"
"1958","KKOIIGHA_03052","CDS",873,"","","","hypothetical protein","K20532"
"1959","KKOIIGHA_03053","CDS",672,"","","","hypothetical protein","K20531"
"1960","KKOIIGHA_03054","CDS",1317,"","","","hypothetical protein","K07344"
"1961","KKOIIGHA_03056","CDS",768,"","","","hypothetical protein","K20266"
"1962","KKOIIGHA_03057","CDS",2478,"virB4","","COG3451","Type IV secretion system protein virB4","K20530"
"1963","KKOIIGHA_03058","CDS",288,"","","","hypothetical protein","K20529"
"1964","KKOIIGHA_03060","CDS",1005,"","","","hypothetical protein","K20527"
"1965","KKOIIGHA_03061","CDS",1449,"bepA_2","3.4.-.-","COG4783","Beta-barrel assembly-enhancing protease","K01423"
"1966","KKOIIGHA_03062","CDS",246,"tusA_2","","COG0425","Sulfur carrier protein TusA","K04085"
"1967","KKOIIGHA_03063","CDS",1098,"","","","hypothetical protein","K03548"
"1968","KKOIIGHA_03064","CDS",477,"bcp","1.11.1.24","COG1225","Peroxiredoxin Bcp","K03564"
"1969","KKOIIGHA_03065","CDS",885,"dapA","4.3.3.7","","4-hydroxy-tetrahydrodipicolinate synthase","K01714"
"1970","KKOIIGHA_03068","CDS",714,"purC","6.3.2.6","COG0152","Phosphoribosylaminoimidazole-succinocarboxamide synthase","K01923"
"1971","KKOIIGHA_03069","CDS",750,"trmO","2.1.1.-","COG1720","tRNA (adenine(37)-N6)-methyltransferase","K22900"
"1972","KKOIIGHA_03071","CDS",855,"nadC","2.4.2.19","","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","K00767"
"1973","KKOIIGHA_03072","CDS",573,"ampD","3.5.1.28","COG3023","1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD","K03806"
"1974","KKOIIGHA_03073","CDS",2685,"aceE","1.2.4.1","COG2609","Pyruvate dehydrogenase E1 component","K00163"
"1975","KKOIIGHA_03074","CDS",2025,"","2.3.1.12","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","K00627"
"1976","KKOIIGHA_03075","CDS",3033,"glnE","","COG1391","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","K00982"
"1977","KKOIIGHA_03077","CDS",432,"aroQ","4.2.1.10","COG0757","3-dehydroquinate dehydratase","K03786"
"1978","KKOIIGHA_03078","CDS",849,"","1.1.1.35","COG1250","3-hydroxybutyryl-CoA dehydrogenase","K00074"
"1979","KKOIIGHA_03081","CDS",786,"menB","4.1.3.36","COG0447","1,4-dihydroxy-2-naphthoyl-CoA synthase","K01661"
"1980","KKOIIGHA_03084","CDS",774,"echA8_2","4.2.1.17","COG1024","putative enoyl-CoA hydratase EchA8","K01692"
"1981","KKOIIGHA_03085","CDS",888,"fadB_2","5.3.3.8","","Fatty acid oxidation complex subunit alpha","K07516"
"1982","KKOIIGHA_03086","CDS",1197,"","1.3.99.-","COG1960","Putative acyl-CoA dehydrogenase FadE17","K04118"
"1983","KKOIIGHA_03087","CDS",1143,"acrC","1.3.1.95","","Acryloyl-CoA reductase (NADH)","K28556"
"1984","KKOIIGHA_03088","CDS",1182,"mmgC","1.3.99.-","COG1960","Acyl-CoA dehydrogenase","K00252"
"1985","KKOIIGHA_03089","CDS",750,"etfB_1","","","Electron transfer flavoprotein subunit beta","K03521"
"1986","KKOIIGHA_03091","CDS",453,"","","","hypothetical protein","K00950"
"1987","KKOIIGHA_03092","CDS",597,"folE","3.5.4.16","COG0302","GTP cyclohydrolase 1","K01495"
"1988","KKOIIGHA_03093","CDS",1725,"ligB","6.5.1.2","COG0272","DNA ligase B","K01972"
"1989","KKOIIGHA_03094","CDS",2055,"prc","3.4.21.102","COG0793","Tail-specific protease","K03797"
"1990","KKOIIGHA_03096","CDS",3318,"rne","3.1.26.12","","Ribonuclease E","K08300"
"1991","KKOIIGHA_03097","CDS",957,"rluC","5.4.99.24","COG0564","Ribosomal large subunit pseudouridine synthase C","K06179"
"1992","KKOIIGHA_03098","CDS",672,"indB","3.-.-.-","COG0546","putative phosphatase IndB","K01091"
"1993","KKOIIGHA_03099","CDS",966,"","","","hypothetical protein","K04773"
"1994","KKOIIGHA_03100","CDS",585,"yceF","3.6.1.-","","7-methyl-GTP pyrophosphatase","K25422"
"1995","KKOIIGHA_03101","CDS",525,"yceD","","COG1399","Large ribosomal RNA subunit accumulation protein YceD","K07040"
"1996","KKOIIGHA_03102","CDS",171,"rpmF","","","Large ribosomal subunit protein bL32","K02911"
"1997","KKOIIGHA_03103","CDS",1092,"plsX","2.3.1.274","COG0416","Phosphate acyltransferase","K03621"
"1998","KKOIIGHA_03104","CDS",966,"fabD","2.3.1.39","","Malonyl CoA-acyl carrier protein transacylase","K00645"
"1999","KKOIIGHA_03105","CDS",744,"fabG_5","1.1.1.100","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","K00059"
"2000","KKOIIGHA_03106","CDS",234,"acpP","","","Acyl carrier protein","K02078"
"2001","KKOIIGHA_03107","CDS",1239,"fabF","2.3.1.179","COG0304","3-oxoacyl-[acyl-carrier-protein] synthase 2","K09458"
"2002","KKOIIGHA_03108","CDS",810,"pabC","4.1.3.38","COG0115","Aminodeoxychorismate lyase","K02619"
"2003","KKOIIGHA_03109","CDS",1002,"mltG","4.2.2.29","COG1559","Endolytic murein transglycosylase","K07082"
"2004","KKOIIGHA_03110","CDS",645,"tmk","2.7.4.9","","Thymidylate kinase","K00943"
"2005","KKOIIGHA_03111","CDS",987,"holB","2.7.7.7","COG0470","DNA polymerase III subunit delta'","K02341"
"2006","KKOIIGHA_03112","CDS",336,"","","","hypothetical protein","K02676"
"2007","KKOIIGHA_03113","CDS",828,"ycfH","3.1.-.-","COG0084","putative metal-dependent hydrolase YcfH","K03424"
"2008","KKOIIGHA_03114","CDS",570,"","","","hypothetical protein","K09986"
"2009","KKOIIGHA_03115","CDS",2205,"uvrD_2","5.6.2.4","COG0210","DNA helicase II","K03657"
"2010","KKOIIGHA_03116","CDS",834,"sseB","2.8.1.1","COG2897","Putative thiosulfate sulfurtransferase SseB","K01011"
"2011","KKOIIGHA_03117","CDS",1659,"","1.5.5.1","","Electron transfer flavoprotein-ubiquinone oxidoreductase","K00311"
"2012","KKOIIGHA_03118","CDS",750,"etfB_2","","","Electron transfer flavoprotein subunit beta","K03521"
"2013","KKOIIGHA_03119","CDS",1296,"dctMQ_5","","COG1593","Isethionate TRAP transporter permease protein DctMQ","K11690"
"2014","KKOIIGHA_03120","CDS",480,"teaB","","COG3090","Ectoine TRAP transporter small permease protein TeaB","K11689"
"2015","KKOIIGHA_03121","CDS",1008,"yiaO_2","","COG1638","2,3-diketo-L-gulonate-binding periplasmic protein YiaO","K11688"
"2016","KKOIIGHA_03122","CDS",735,"soj","3.6.4.-","COG1192","Sporulation initiation inhibitor protein Soj","K03496"
"2017","KKOIIGHA_03123","CDS",489,"","","","hypothetical protein","K09005"
"2018","KKOIIGHA_03124","CDS",882,"eamA","","COG0697","putative amino-acid metabolite efflux pump","K15268"
"2019","KKOIIGHA_03125","CDS",375,"","","","hypothetical protein","K03782"
"2020","KKOIIGHA_03126","CDS",810,"lptB_2","7.5.2.-","COG1137","Lipopolysaccharide export system ATP-binding protein LptB","K01995"
"2021","KKOIIGHA_03127","CDS",708,"livF","","COG0410","High-affinity branched-chain amino acid transport ATP-binding protein LivF","K01996"
"2022","KKOIIGHA_03128","CDS",870,"livH","","COG0559","High-affinity branched-chain amino acid transport system permease protein LivH","K01997"
"2023","KKOIIGHA_03129","CDS",954,"","","","hypothetical protein","K01998"
"2024","KKOIIGHA_03130","CDS",1221,"","","COG0683","Leu/Ile/Val-binding protein ","K01999"
"2025","KKOIIGHA_03137","CDS",1698,"lutP","","COG1620","L-lactate permease","K03303"
"2026","KKOIIGHA_03138","CDS",987,"yajO_3","1.1.-.-","COG0667","1-deoxyxylulose-5-phosphate synthase YajO","K23107"
"2027","KKOIIGHA_03139","CDS",981,"","","","hypothetical protein","K14347"
"2028","KKOIIGHA_03141","CDS",1500,"glcD","1.1.99.14","COG0277","Glycolate oxidase subunit GlcD","K00104"
"2029","KKOIIGHA_03142","CDS",1116,"glcE","1.1.99.14","COG0277","Glycolate oxidase subunit GlcE","K11472"
"2030","KKOIIGHA_03143","CDS",1239,"glcF","1.1.99.14","COG0247","Glycolate oxidase iron-sulfur subunit","K11473"
"2031","KKOIIGHA_03144","CDS",402,"glcG","","COG3193","Protein GlcG","K11477"
"2032","KKOIIGHA_03149","CDS",1578,"nadB","1.4.3.16","COG0029","L-aspartate oxidase","K00278"
"2033","KKOIIGHA_03151","CDS",279,"sdhE","","COG2938","FAD assembly factor SdhE","K09159"
"2034","KKOIIGHA_03152","CDS",297,"ihfB","","","Integration host factor subunit beta","K05788"
"2035","KKOIIGHA_03154","CDS",1185,"lapB","","COG2956","Lipopolysaccharide assembly protein B","K19804"
"2036","KKOIIGHA_03155","CDS",705,"pyrF","4.1.1.23","","Orotidine 5'-phosphate decarboxylase","K01591"
"2037","KKOIIGHA_03156","CDS",270,"","","COG1555","putative protein","K02237"
"2038","KKOIIGHA_03157","CDS",762,"phaB_2","1.1.1.36","COG1028","Acetoacetyl-CoA reductase","K00059"
